Source: (15.00, 1.00, -19.50), Receiver: (0.00, 1.00, 0.00), Reflection: 0, Hit: (16.02, 0.89, -19.95), Time: 0.0033s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (0.00, 1.00, 0.00), Reflection: 1, Hit: (19.95, 0.47, -18.22), Time: 0.0159s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (0.00, 1.00, 0.00), Reflection: 0, Hit: (19.95, 2.26, -19.50), Time: 0.0149s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (0.00, 1.00, 0.00), Reflection: 1, Hit: (17.05, 3.00, -19.50), Time: 0.0236s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (0.00, 1.00, 0.00), Reflection: 2, Hit: (10.56, 1.35, -19.50), Time: 0.0431s, Energy: 0.58
Source: (15.00, 1.00, -19.50), Receiver: (15.00, 1.00, -15.00), Reflection: 0, Hit: (12.94, 3.00, -16.54), Time: 0.0120s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (15.00, 1.00, -15.00), Reflection: 1, Hit: (13.82, 0.72, -15.62), Time: 0.0196s, Energy: 0.48
Source: (15.00, 1.00, -19.50), Receiver: (15.00, 1.00, -15.00), Reflection: 0, Hit: (15.08, 1.33, -19.95), Time: 0.0017s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (15.00, 1.00, -15.00), Reflection: 1, Hit: (15.49, 3.00, -17.70), Time: 0.0099s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (15.00, 1.00, -15.00), Reflection: 0, Hit: (10.05, 0.89, -19.65), Time: 0.0144s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (15.00, 1.00, -15.00), Reflection: 1, Hit: (19.95, 0.67, -19.94), Time: 0.0433s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (15.00, 1.00, -15.00), Reflection: 2, Hit: (19.98, 3.00, -17.25), Time: 0.0537s, Energy: 0.51
Source: (15.00, 1.00, -19.50), Receiver: (15.00, 1.00, -15.00), Reflection: 3, Hit: (19.98, 3.00, -17.25), Time: 0.0537s, Energy: 0.41
Source: (15.00, 1.00, -19.50), Receiver: (15.00, 1.00, -15.00), Reflection: 0, Hit: (10.05, 1.34, -14.77), Time: 0.0200s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (15.00, 1.00, -15.00), Reflection: 1, Hit: (14.99, 1.67, -10.05), Time: 0.0399s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (15.00, 1.00, -15.00), Reflection: 2, Hit: (19.95, 2.01, -14.79), Time: 0.0600s, Energy: 0.51
Source: (15.00, 1.00, -19.50), Receiver: (15.00, 1.00, -15.00), Reflection: 3, Hit: (14.55, 2.37, -19.95), Time: 0.0817s, Energy: 0.41
Source: (15.00, 1.00, -19.50), Receiver: (15.00, 1.00, -15.00), Reflection: 4, Hit: (10.05, 2.68, -15.64), Time: 0.0999s, Energy: 0.33
Source: (15.00, 1.00, -19.50), Receiver: (15.00, 1.00, -15.00), Reflection: 0, Hit: (15.44, 2.08, -19.95), Time: 0.0036s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (15.00, 1.00, -15.00), Reflection: 1, Hit: (15.82, 3.00, -19.57), Time: 0.0068s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (11.00, 1.00, -4.00), Reflection: 0, Hit: (14.86, 0.93, -19.95), Time: 0.0014s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (11.00, 1.00, -4.00), Reflection: 0, Hit: (10.05, 2.13, -11.29), Time: 0.0281s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (11.00, 1.00, -4.00), Reflection: 1, Hit: (10.80, 2.30, -10.05), Time: 0.0324s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (11.00, 1.00, -4.00), Reflection: 2, Hit: (10.80, 2.30, -10.05), Time: 0.0324s, Energy: 0.51
Source: (15.00, 1.00, -19.50), Receiver: (11.00, 1.00, -4.00), Reflection: 0, Hit: (12.17, 2.61, -19.95), Time: 0.0096s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (11.00, 1.00, -4.00), Reflection: 1, Hit: (11.48, 3.00, -19.84), Time: 0.0119s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (11.00, 1.00, -4.00), Reflection: 2, Hit: (10.05, 2.18, -19.61), Time: 0.0168s, Energy: 0.51
Source: (15.00, 1.00, -19.50), Receiver: (11.00, 1.00, -4.00), Reflection: 0, Hit: (15.40, 1.17, -19.95), Time: 0.0018s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (11.00, 1.00, -4.00), Reflection: 1, Hit: (19.73, 3.00, -15.12), Time: 0.0215s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (11.00, 1.00, -4.00), Reflection: 2, Hit: (18.39, 1.65, -19.95), Time: 0.0366s, Energy: 0.51
Source: (15.00, 1.00, -19.50), Receiver: (11.00, 1.00, -4.00), Reflection: 0, Hit: (15.59, 3.00, -11.93), Time: 0.0229s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (11.00, 1.00, -4.00), Reflection: 1, Hit: (15.74, 2.50, -10.05), Time: 0.0286s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, -19.00), Reflection: 0, Hit: (13.37, 3.00, -13.78), Time: 0.0183s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, -19.00), Reflection: 1, Hit: (12.31, 1.70, -10.05), Time: 0.0302s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, -19.00), Reflection: 0, Hit: (14.34, 3.00, -18.29), Time: 0.0071s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, -19.00), Reflection: 0, Hit: (13.02, 0.82, -19.95), Time: 0.0059s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, -19.00), Reflection: 1, Hit: (10.05, 0.55, -19.27), Time: 0.0149s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, -19.00), Reflection: 0, Hit: (19.95, 2.66, -15.91), Time: 0.0185s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, -19.00), Reflection: 1, Hit: (18.94, 3.00, -15.18), Time: 0.0222s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, -19.00), Reflection: 2, Hit: (11.85, 0.62, -10.05), Time: 0.0487s, Energy: 0.51
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, -19.00), Reflection: 3, Hit: (10.05, 0.02, -11.36), Time: 0.0554s, Energy: 0.41
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, -11.00), Reflection: 0, Hit: (19.03, 3.00, -14.96), Time: 0.0186s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, -11.00), Reflection: 1, Hit: (19.95, 2.54, -13.93), Time: 0.0229s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, -11.00), Reflection: 2, Hit: (16.50, 0.83, -10.05), Time: 0.0388s, Energy: 0.51
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, -11.00), Reflection: 0, Hit: (15.68, 0.84, -19.95), Time: 0.0024s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, -11.00), Reflection: 0, Hit: (19.95, 1.27, -11.49), Time: 0.0275s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, -11.00), Reflection: 1, Hit: (19.06, 1.31, -10.05), Time: 0.0324s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, -11.00), Reflection: 0, Hit: (15.94, 3.00, -14.38), Time: 0.0162s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (11.00, 1.00, -19.00), Reflection: 0, Hit: (19.95, 1.79, -17.85), Time: 0.0154s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (11.00, 1.00, -19.00), Reflection: 1, Hit: (12.38, 3.00, -15.33), Time: 0.0389s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (11.00, 1.00, -19.00), Reflection: 2, Hit: (10.05, 2.63, -14.56), Time: 0.0462s, Energy: 0.51
Source: (15.00, 1.00, -19.50), Receiver: (11.00, 1.00, -19.00), Reflection: 3, Hit: (10.05, 2.63, -14.56), Time: 0.0462s, Energy: 0.41
Source: (15.00, 1.00, -19.50), Receiver: (11.00, 1.00, -19.00), Reflection: 4, Hit: (17.54, 0.71, -19.95), Time: 0.0736s, Energy: 0.33
Source: (15.00, 1.00, -19.50), Receiver: (11.00, 1.00, -19.00), Reflection: 0, Hit: (16.28, 1.97, -19.95), Time: 0.0049s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (11.00, 1.00, -19.00), Reflection: 1, Hit: (17.64, 3.00, -19.47), Time: 0.0100s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (11.00, 1.00, -19.00), Reflection: 2, Hit: (19.95, 1.24, -18.66), Time: 0.0188s, Energy: 0.51
Source: (15.00, 1.00, -19.50), Receiver: (11.00, 1.00, -19.00), Reflection: 0, Hit: (14.70, 1.25, -19.95), Time: 0.0017s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (11.00, 1.00, -19.00), Reflection: 1, Hit: (12.60, 3.00, -16.80), Time: 0.0139s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (11.00, 1.00, -19.00), Reflection: 2, Hit: (10.05, 0.88, -12.97), Time: 0.0287s, Energy: 0.51
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, 4.00), Reflection: 0, Hit: (15.20, 1.53, -19.95), Time: 0.0021s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, 4.00), Reflection: 1, Hit: (15.76, 3.00, -18.69), Time: 0.0080s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, 4.00), Reflection: 0, Hit: (16.02, 0.11, -19.95), Time: 0.0042s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, 4.00), Reflection: 0, Hit: (16.86, 0.37, -19.95), Time: 0.0059s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, 4.00), Reflection: 0, Hit: (18.18, 3.00, -17.99), Time: 0.0118s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, 4.00), Reflection: 1, Hit: (19.95, 1.89, -17.15), Time: 0.0184s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, -4.00), Reflection: 0, Hit: (14.20, 3.00, -15.00), Time: 0.0145s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, -4.00), Reflection: 1, Hit: (13.32, 0.80, -10.05), Time: 0.0306s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, -4.00), Reflection: 0, Hit: (15.26, 2.20, -19.95), Time: 0.0038s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, -4.00), Reflection: 1, Hit: (15.43, 3.00, -19.65), Time: 0.0063s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, -4.00), Reflection: 0, Hit: (14.27, 0.38, -19.95), Time: 0.0031s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (-4.00, 1.00, -4.00), Reflection: 0, Hit: (10.05, 0.63, -19.20), Time: 0.0145s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (4.00, 1.00, -11.00), Reflection: 0, Hit: (14.76, 1.32, -19.95), Time: 0.0017s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (4.00, 1.00, -11.00), Reflection: 1, Hit: (13.48, 3.00, -17.54), Time: 0.0111s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (4.00, 1.00, -11.00), Reflection: 0, Hit: (14.82, 1.87, -19.95), Time: 0.0029s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (4.00, 1.00, -11.00), Reflection: 1, Hit: (14.58, 3.00, -19.37), Time: 0.0067s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (4.00, 1.00, -11.00), Reflection: 0, Hit: (14.95, 3.00, -16.64), Time: 0.0102s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (15.00, 1.00, 0.00), Reflection: 0, Hit: (15.46, 0.66, -19.95), Time: 0.0021s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (15.00, 1.00, 0.00), Reflection: 0, Hit: (14.56, 3.00, -19.34), Time: 0.0060s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (15.00, 1.00, 0.00), Reflection: 0, Hit: (15.03, 1.18, -19.95), Time: 0.0014s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (15.00, 1.00, 0.00), Reflection: 1, Hit: (15.38, 3.00, -15.33), Time: 0.0159s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (15.00, 1.00, 0.00), Reflection: 2, Hit: (15.77, 0.92, -10.05), Time: 0.0325s, Energy: 0.51
Source: (15.00, 1.00, -19.50), Receiver: (15.00, 1.00, 0.00), Reflection: 0, Hit: (15.18, 1.61, -19.95), Time: 0.0023s, Energy: 0.80
Source: (15.00, 1.00, -19.50), Receiver: (15.00, 1.00, 0.00), Reflection: 1, Hit: (15.58, 3.00, -18.93), Time: 0.0074s, Energy: 0.64
Source: (15.00, 1.00, -19.50), Receiver: (15.00, 1.00, 0.00), Reflection: 2, Hit: (15.58, 3.00, -18.93), Time: 0.0074s, Energy: 0.51
Source: (15.00, 1.00, -19.50), Receiver: (15.00, 1.00, 0.00), Reflection: 0, Hit: (14.81, 0.11, -19.95), Time: 0.0029s, Energy: 0.80
Source: (-1.00, 1.00, -16.00), Receiver: (0.00, 1.00, -15.00), Reflection: 0, Hit: (-0.39, 3.00, -15.19), Time: 0.0065s, Energy: 0.80
Source: (-1.00, 1.00, -16.00), Receiver: (0.00, 1.00, -15.00), Reflection: 1, Hit: (0.52, 0.00, -13.97), Time: 0.0163s, Energy: 0.16
Source: (-1.00, 1.00, -16.00), Receiver: (0.00, 1.00, -15.00), Reflection: 0, Hit: (-1.80, 3.00, -15.65), Time: 0.0064s, Energy: 0.80
Source: (-1.00, 1.00, -16.00), Receiver: (0.00, 1.00, -15.00), Reflection: 1, Hit: (-3.00, 0.00, -15.12), Time: 0.0159s, Energy: 0.16
Source: (-1.00, 1.00, -16.00), Receiver: (0.00, 1.00, -15.00), Reflection: 0, Hit: (-0.98, 0.00, -16.48), Time: 0.0032s, Energy: 0.20
Source: (-1.00, 1.00, -16.00), Receiver: (0.00, 1.00, -15.00), Reflection: 0, Hit: (0.03, 3.00, -15.02), Time: 0.0072s, Energy: 0.80
Source: (-1.00, 1.00, -16.00), Receiver: (0.00, 1.00, -15.00), Reflection: 1, Hit: (0.03, 3.00, -15.02), Time: 0.0072s, Energy: 0.64
Source: (-1.00, 1.00, -16.00), Receiver: (0.00, 1.00, -15.00), Reflection: 2, Hit: (0.03, 3.00, -15.02), Time: 0.0072s, Energy: 0.51
Source: (-1.00, 1.00, -16.00), Receiver: (0.00, 1.00, -15.00), Reflection: 3, Hit: (4.95, 0.14, -13.97), Time: 0.0240s, Energy: 0.08
Source: (-1.00, 1.00, -16.00), Receiver: (0.00, 1.00, -15.00), Reflection: 4, Hit: (4.19, 0.00, -13.60), Time: 0.0265s, Energy: 0.02
Source: (-1.00, 1.00, -16.00), Receiver: (0.00, 1.00, -15.00), Reflection: 0, Hit: (4.95, 1.23, -16.84), Time: 0.0175s, Energy: 0.15
Source: (-1.00, 1.00, -16.00), Receiver: (19.00, 1.00, 4.00), Reflection: 0, Hit: (-1.84, 0.00, -16.01), Time: 0.0038s, Energy: 0.20
Source: (-1.00, 1.00, -16.00), Receiver: (19.00, 1.00, 4.00), Reflection: 0, Hit: (1.42, 3.00, -16.20), Time: 0.0092s, Energy: 0.80
Source: (-1.00, 1.00, -16.00), Receiver: (19.00, 1.00, 4.00), Reflection: 1, Hit: (4.95, 0.09, -16.50), Time: 0.0225s, Energy: 0.12
Source: (-1.00, 1.00, -16.00), Receiver: (19.00, 1.00, 4.00), Reflection: 0, Hit: (-1.14, 0.00, -16.14), Time: 0.0030s, Energy: 0.20
Source: (-1.00, 1.00, -16.00), Receiver: (19.00, 1.00, 4.00), Reflection: 0, Hit: (3.39, 3.00, -15.66), Time: 0.0141s, Energy: 0.80
Source: (-1.00, 1.00, -16.00), Receiver: (19.00, 1.00, 4.00), Reflection: 1, Hit: (4.95, 2.29, -15.54), Time: 0.0191s, Energy: 0.12
Source: (-1.00, 1.00, -16.00), Receiver: (19.00, 1.00, 4.00), Reflection: 2, Hit: (3.84, 0.00, -15.00), Time: 0.0267s, Energy: 0.02
Source: (-1.00, 1.00, -16.00), Receiver: (19.00, 1.00, 4.00), Reflection: 0, Hit: (-2.36, 0.00, -16.26), Time: 0.0050s, Energy: 0.20
Source: (-1.00, 1.00, -16.00), Receiver: (11.00, 1.00, -11.00), Reflection: 0, Hit: (-4.95, 1.83, -14.90), Time: 0.0122s, Energy: 0.15
Source: (-1.00, 1.00, -16.00), Receiver: (11.00, 1.00, -11.00), Reflection: 1, Hit: (-4.95, 1.83, -14.90), Time: 0.0122s, Energy: 0.02
Source: (-1.00, 1.00, -16.00), Receiver: (11.00, 1.00, -11.00), Reflection: 0, Hit: (-1.27, 3.00, -18.01), Time: 0.0083s, Energy: 0.80
Source: (-1.00, 1.00, -16.00), Receiver: (11.00, 1.00, -11.00), Reflection: 1, Hit: (-1.54, 1.08, -19.95), Time: 0.0163s, Energy: 0.12
Source: (-1.00, 1.00, -16.00), Receiver: (11.00, 1.00, -11.00), Reflection: 0, Hit: (-0.63, 0.00, -14.01), Time: 0.0066s, Energy: 0.20
Source: (-1.00, 1.00, -16.00), Receiver: (11.00, 1.00, -11.00), Reflection: 0, Hit: (-4.95, 0.39, -10.28), Time: 0.0204s, Energy: 0.15
Source: (-1.00, 1.00, -16.00), Receiver: (11.00, 1.00, -11.00), Reflection: 0, Hit: (4.84, 1.92, -19.95), Time: 0.0207s, Energy: 0.15
Source: (-1.00, 1.00, -16.00), Receiver: (4.00, 1.00, 4.00), Reflection: 0, Hit: (-0.19, 0.00, -16.61), Time: 0.0042s, Energy: 0.20
Source: (-1.00, 1.00, -16.00), Receiver: (4.00, 1.00, 4.00), Reflection: 0, Hit: (-0.60, 0.00, -15.89), Time: 0.0032s, Energy: 0.20
Source: (-1.00, 1.00, -16.00), Receiver: (4.00, 1.00, 4.00), Reflection: 0, Hit: (-2.16, 0.00, -15.37), Time: 0.0048s, Energy: 0.20
Source: (-1.00, 1.00, -16.00), Receiver: (4.00, 1.00, 4.00), Reflection: 0, Hit: (-3.93, 0.00, -19.08), Time: 0.0127s, Energy: 0.20
Source: (-1.00, 1.00, -16.00), Receiver: (4.00, 1.00, 4.00), Reflection: 0, Hit: (1.12, 3.00, -17.88), Time: 0.0101s, Energy: 0.80
Source: (-1.00, 1.00, -16.00), Receiver: (4.00, 1.00, 4.00), Reflection: 1, Hit: (-1.20, 0.00, -19.78), Time: 0.0225s, Energy: 0.16
Source: (-1.00, 1.00, -16.00), Receiver: (11.00, 1.00, 4.00), Reflection: 0, Hit: (-4.95, 2.30, -17.73), Time: 0.0131s, Energy: 0.15
Source: (-1.00, 1.00, -16.00), Receiver: (11.00, 1.00, 4.00), Reflection: 0, Hit: (4.95, 2.10, -19.75), Time: 0.0208s, Energy: 0.15
Source: (-1.00, 1.00, -16.00), Receiver: (11.00, 1.00, 4.00), Reflection: 1, Hit: (2.35, 3.00, -18.16), Time: 0.0300s, Energy: 0.12
Source: (-1.00, 1.00, -16.00), Receiver: (11.00, 1.00, 4.00), Reflection: 2, Hit: (-4.95, 0.46, -13.68), Time: 0.0561s, Energy: 0.02
Source: (-1.00, 1.00, -16.00), Receiver: (11.00, 1.00, 4.00), Reflection: 0, Hit: (-0.68, 0.00, -14.95), Time: 0.0043s, Energy: 0.20
Source: (-1.00, 1.00, -16.00), Receiver: (11.00, 1.00, 4.00), Reflection: 0, Hit: (-1.31, 0.00, -16.26), Time: 0.0031s, Energy: 0.20
Source: (-1.00, 1.00, -16.00), Receiver: (11.00, 1.00, 4.00), Reflection: 0, Hit: (-1.56, 3.00, -14.12), Time: 0.0082s, Energy: 0.80
Source: (-1.00, 1.00, -16.00), Receiver: (11.00, 1.00, 4.00), Reflection: 1, Hit: (-2.40, 0.00, -11.30), Time: 0.0204s, Energy: 0.16
Source: (-1.00, 1.00, -16.00), Receiver: (11.00, 1.00, 4.00), Reflection: 2, Hit: (0.66, 1.52, -10.05), Time: 0.0310s, Energy: 0.02
Source: (-1.00, 1.00, -16.00), Receiver: (19.00, 1.00, -11.00), Reflection: 0, Hit: (2.59, 3.00, -16.17), Time: 0.0120s, Energy: 0.80
Source: (-1.00, 1.00, -16.00), Receiver: (19.00, 1.00, -11.00), Reflection: 1, Hit: (4.95, 1.69, -16.29), Time: 0.0199s, Energy: 0.12
Source: (-1.00, 1.00, -16.00), Receiver: (19.00, 1.00, -11.00), Reflection: 0, Hit: (-3.09, 3.00, -13.69), Time: 0.0108s, Energy: 0.80
Source: (-1.00, 1.00, -16.00), Receiver: (19.00, 1.00, -11.00), Reflection: 1, Hit: (-4.95, 1.21, -11.62), Time: 0.0204s, Energy: 0.12
Source: (-1.00, 1.00, -16.00), Receiver: (19.00, 1.00, -11.00), Reflection: 2, Hit: (-4.95, 1.21, -11.62), Time: 0.0204s, Energy: 0.02
Source: (-1.00, 1.00, -16.00), Receiver: (19.00, 1.00, -11.00), Reflection: 0, Hit: (-1.75, 2.00, -19.95), Time: 0.0121s, Energy: 0.15
Source: (-1.00, 1.00, -16.00), Receiver: (19.00, 1.00, -11.00), Reflection: 0, Hit: (4.95, 0.25, -16.45), Time: 0.0175s, Energy: 0.15
Source: (-1.00, 1.00, -16.00), Receiver: (19.00, 1.00, -11.00), Reflection: 0, Hit: (-0.07, 3.00, -16.58), Time: 0.0066s, Energy: 0.80
Source: (-1.00, 1.00, -16.00), Receiver: (19.00, 1.00, -11.00), Reflection: 1, Hit: (1.32, 0.00, -17.45), Time: 0.0166s, Energy: 0.16
Source: (-1.00, 1.00, -16.00), Receiver: (0.00, 1.00, 0.00), Reflection: 0, Hit: (-4.95, 2.67, -15.42), Time: 0.0126s, Energy: 0.15
Source: (-1.00, 1.00, -16.00), Receiver: (0.00, 1.00, 0.00), Reflection: 1, Hit: (-4.95, 2.67, -15.42), Time: 0.0126s, Energy: 0.02
Source: (-1.00, 1.00, -16.00), Receiver: (0.00, 1.00, 0.00), Reflection: 0, Hit: (2.77, 3.00, -16.16), Time: 0.0124s, Energy: 0.80
Source: (-1.00, 1.00, -16.00), Receiver: (0.00, 1.00, 0.00), Reflection: 1, Hit: (4.95, 1.84, -16.25), Time: 0.0197s, Energy: 0.12
Source: (-1.00, 1.00, -16.00), Receiver: (0.00, 1.00, 0.00), Reflection: 0, Hit: (-1.15, 3.00, -15.53), Time: 0.0060s, Energy: 0.80
Source: (-1.00, 1.00, -16.00), Receiver: (0.00, 1.00, 0.00), Reflection: 1, Hit: (-1.37, 0.00, -14.82), Time: 0.0150s, Energy: 0.16
Source: (-1.00, 1.00, -16.00), Receiver: (0.00, 1.00, 0.00), Reflection: 0, Hit: (-0.03, 0.00, -16.46), Time: 0.0043s, Energy: 0.20
Source: (-1.00, 1.00, -16.00), Receiver: (0.00, 1.00, 0.00), Reflection: 0, Hit: (-4.95, 1.23, -15.40), Time: 0.0117s, Energy: 0.15
Source: (-1.00, 1.00, -16.00), Receiver: (15.00, 1.00, -15.00), Reflection: 0, Hit: (0.52, 0.00, -14.06), Time: 0.0078s, Energy: 0.20
Source: (-1.00, 1.00, -16.00), Receiver: (15.00, 1.00, -15.00), Reflection: 1, Hit: (0.52, 0.00, -14.06), Time: 0.0078s, Energy: 0.04
Source: (-1.00, 1.00, -16.00), Receiver: (15.00, 1.00, -15.00), Reflection: 0, Hit: (-0.23, 0.00, -16.21), Time: 0.0037s, Energy: 0.20
Source: (-1.00, 1.00, -16.00), Receiver: (15.00, 1.00, -15.00), Reflection: 0, Hit: (4.41, 3.00, -15.24), Time: 0.0170s, Energy: 0.80
Source: (-1.00, 1.00, -16.00), Receiver: (15.00, 1.00, -15.00), Reflection: 1, Hit: (4.95, 2.80, -15.17), Time: 0.0187s, Energy: 0.12
Source: (-1.00, 1.00, -16.00), Receiver: (15.00, 1.00, -15.00), Reflection: 0, Hit: (-0.28, 3.00, -15.40), Time: 0.0064s, Energy: 0.80
Source: (-1.00, 1.00, -16.00), Receiver: (15.00, 1.00, -15.00), Reflection: 1, Hit: (0.81, 0.00, -14.51), Time: 0.0161s, Energy: 0.16
Source: (-1.00, 1.00, -16.00), Receiver: (15.00, 1.00, -15.00), Reflection: 2, Hit: (-1.61, 3.00, -13.76), Time: 0.0276s, Energy: 0.13
Source: (-1.00, 1.00, -16.00), Receiver: (15.00, 1.00, -15.00), Reflection: 3, Hit: (-4.04, 0.00, -13.01), Time: 0.0390s, Energy: 0.03
Source: (-1.00, 1.00, -16.00), Receiver: (15.00, 1.00, -15.00), Reflection: 0, Hit: (-0.56, 0.00, -15.26), Time: 0.0038s, Energy: 0.20
Source: (-1.00, 1.00, -16.00), Receiver: (11.00, 1.00, -4.00), Reflection: 0, Hit: (-4.19, 3.00, -14.30), Time: 0.0120s, Energy: 0.80
Source: (-1.00, 1.00, -16.00), Receiver: (11.00, 1.00, -4.00), Reflection: 0, Hit: (-0.09, 0.00, -15.36), Time: 0.0044s, Energy: 0.20
Source: (-1.00, 1.00, -16.00), Receiver: (11.00, 1.00, -4.00), Reflection: 1, Hit: (4.11, 3.00, -13.89), Time: 0.0200s, Energy: 0.16
Source: (-1.00, 1.00, -16.00), Receiver: (11.00, 1.00, -4.00), Reflection: 2, Hit: (4.95, 2.40, -13.59), Time: 0.0231s, Energy: 0.02
Source: (-1.00, 1.00, -16.00), Receiver: (11.00, 1.00, -4.00), Reflection: 0, Hit: (-3.71, 0.00, -14.75), Time: 0.0092s, Energy: 0.20
Source: (-1.00, 1.00, -16.00), Receiver: (11.00, 1.00, -4.00), Reflection: 0, Hit: (-0.15, 3.00, -17.03), Time: 0.0070s, Energy: 0.80
Source: (-1.00, 1.00, -16.00), Receiver: (11.00, 1.00, -4.00), Reflection: 1, Hit: (1.12, 0.00, -18.56), Time: 0.0175s, Energy: 0.16
Source: (-1.00, 1.00, -16.00), Receiver: (11.00, 1.00, -4.00), Reflection: 0, Hit: (1.33, 3.00, -11.75), Time: 0.0153s, Energy: 0.80
Source: (-1.00, 1.00, -16.00), Receiver: (11.00, 1.00, -4.00), Reflection: 1, Hit: (2.26, 2.20, -10.05), Time: 0.0214s, Energy: 0.12
Source: (-1.00, 1.00, -16.00), Receiver: (11.00, 1.00, -4.00), Reflection: 2, Hit: (2.26, 2.20, -10.05), Time: 0.0214s, Energy: 0.02
Source: (-1.00, 1.00, -16.00), Receiver: (-4.00, 1.00, -19.00), Reflection: 0, Hit: (-1.55, 0.00, -15.85), Time: 0.0034s, Energy: 0.20
