Source: (16.00, 1.00, -14.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 0, Hit: (10.76, 0.50, -10.05), Time: 0.0192s, Energy: 0.80
Source: (16.00, 1.00, -14.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 1, Hit: (10.05, 0.43, -10.59), Time: 0.0218s, Energy: 0.64
Source: (16.00, 1.00, -14.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 0, Hit: (10.05, 1.66, -13.33), Time: 0.0176s, Energy: 0.80
Source: (16.00, 1.00, -14.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 1, Hit: (11.76, 2.17, -10.05), Time: 0.0285s, Energy: 0.64
Source: (16.00, 1.00, -14.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 2, Hit: (11.76, 2.17, -10.05), Time: 0.0285s, Energy: 0.51
Source: (16.00, 1.00, -14.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 0, Hit: (16.21, 2.82, -19.95), Time: 0.0182s, Energy: 0.80
Source: (16.00, 1.00, -14.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 1, Hit: (16.23, 3.00, -19.37), Time: 0.0199s, Energy: 0.64
Source: (16.00, 1.00, -14.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 2, Hit: (16.55, 0.14, -10.05), Time: 0.0484s, Energy: 0.51
Source: (16.00, 1.00, -14.00), Receiver: (11.00, 1.00, -19.00), Reflection: 0, Hit: (15.44, 1.71, -10.05), Time: 0.0118s, Energy: 0.80
Source: (16.00, 1.00, -14.00), Receiver: (11.00, 1.00, -19.00), Reflection: 1, Hit: (14.42, 3.00, -17.26), Time: 0.0334s, Energy: 0.64
Source: (16.00, 1.00, -14.00), Receiver: (11.00, 1.00, -19.00), Reflection: 2, Hit: (14.04, 2.52, -19.95), Time: 0.0414s, Energy: 0.51
Source: (16.00, 1.00, -14.00), Receiver: (11.00, 1.00, -19.00), Reflection: 0, Hit: (16.67, 3.00, -14.19), Time: 0.0062s, Energy: 0.80
Source: (16.00, 1.00, -14.00), Receiver: (11.00, 1.00, -19.00), Reflection: 0, Hit: (12.91, 1.04, -15.50), Time: 0.0100s, Energy: 0.60
Source: (16.00, 1.00, -14.00), Receiver: (11.00, 1.00, -19.00), Reflection: 1, Hit: (19.32, 3.00, -18.75), Time: 0.0317s, Energy: 0.48
Source: (16.00, 1.00, -14.00), Receiver: (11.00, 1.00, -19.00), Reflection: 2, Hit: (19.95, 2.81, -19.07), Time: 0.0339s, Energy: 0.38
Source: (16.00, 1.00, -14.00), Receiver: (11.00, 1.00, -19.00), Reflection: 3, Hit: (18.21, 2.28, -19.95), Time: 0.0397s, Energy: 0.31
Source: (16.00, 1.00, -14.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 0, Hit: (16.09, 3.00, -14.97), Time: 0.0065s, Energy: 0.80
Source: (16.00, 1.00, -14.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 0, Hit: (13.66, 3.00, -18.08), Time: 0.0149s, Energy: 0.80
Source: (16.00, 1.00, -14.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 1, Hit: (12.59, 2.08, -19.95), Time: 0.0217s, Energy: 0.64
Source: (16.00, 1.00, -14.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 0, Hit: (11.89, 2.84, -10.05), Time: 0.0175s, Energy: 0.80
Source: (16.00, 1.00, -14.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 1, Hit: (11.53, 3.00, -10.39), Time: 0.0190s, Energy: 0.64
Source: (16.00, 1.00, -14.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 2, Hit: (10.05, 2.34, -11.81), Time: 0.0253s, Energy: 0.51
Source: (16.00, 1.00, -14.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 0, Hit: (19.95, 2.59, -10.18), Time: 0.0167s, Energy: 0.80
Source: (16.00, 1.00, -14.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 1, Hit: (19.82, 2.64, -10.05), Time: 0.0172s, Energy: 0.64
Source: (16.00, 1.00, -14.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 2, Hit: (18.93, 3.00, -10.91), Time: 0.0210s, Energy: 0.51
Source: (16.00, 1.00, -14.00), Receiver: (-4.00, 1.00, -4.00), Reflection: 0, Hit: (17.20, 3.00, -15.20), Time: 0.0076s, Energy: 0.80
Source: (16.00, 1.00, -14.00), Receiver: (-4.00, 1.00, -4.00), Reflection: 0, Hit: (14.14, 0.95, -19.95), Time: 0.0182s, Energy: 0.80
Source: (16.00, 1.00, -14.00), Receiver: (4.00, 1.00, -11.00), Reflection: 0, Hit: (11.48, 2.51, -19.95), Time: 0.0222s, Energy: 0.80
Source: (16.00, 1.00, -14.00), Receiver: (4.00, 1.00, -11.00), Reflection: 0, Hit: (16.05, 3.00, -13.00), Time: 0.0065s, Energy: 0.80
Source: (16.00, 1.00, -14.00), Receiver: (15.00, 1.00, 0.00), Reflection: 0, Hit: (15.10, 0.71, -14.90), Time: 0.0038s, Energy: 0.60
Source: (16.00, 1.00, -14.00), Receiver: (15.00, 1.00, 0.00), Reflection: 0, Hit: (18.29, 2.48, -19.95), Time: 0.0191s, Energy: 0.80
Source: (16.00, 1.00, -14.00), Receiver: (15.00, 1.00, 0.00), Reflection: 1, Hit: (19.10, 3.00, -17.86), Time: 0.0258s, Energy: 0.64
Source: (16.00, 1.00, -14.00), Receiver: (15.00, 1.00, 0.00), Reflection: 2, Hit: (19.95, 2.45, -15.65), Time: 0.0329s, Energy: 0.51
Source: (16.00, 1.00, -14.00), Receiver: (15.00, 1.00, 0.00), Reflection: 3, Hit: (17.79, 1.06, -10.05), Time: 0.0508s, Energy: 0.41
Source: (16.00, 1.00, -14.00), Receiver: (15.00, 1.00, 0.00), Reflection: 0, Hit: (17.44, 3.00, -13.90), Time: 0.0072s, Energy: 0.80
Source: (16.00, 1.00, -14.00), Receiver: (15.00, 1.00, 0.00), Reflection: 0, Hit: (15.48, 3.00, -14.50), Time: 0.0062s, Energy: 0.80
Source: (16.00, 1.00, -14.00), Receiver: (15.00, 1.00, 0.00), Hit Receiver: (14.99, 1.09, -14.97), Time: 0.0062s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (0.00, 1.00, -15.00), Reflection: 0, Hit: (-1.46, 1.94, -4.95), Time: 0.0119s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (0.00, 1.00, -15.00), Reflection: 1, Hit: (-1.97, 3.00, -0.53), Time: 0.0252s, Energy: 0.64
Source: (-1.00, 1.00, -1.00), Receiver: (0.00, 1.00, -15.00), Reflection: 2, Hit: (-2.61, 1.69, 4.95), Time: 0.0418s, Energy: 0.51
Source: (-1.00, 1.00, -1.00), Receiver: (0.00, 1.00, -15.00), Reflection: 0, Hit: (-2.33, 3.00, -1.38), Time: 0.0071s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (0.00, 1.00, -15.00), Reflection: 0, Hit: (-3.38, 3.00, -2.72), Time: 0.0104s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (0.00, 1.00, -15.00), Reflection: 1, Hit: (-4.95, 1.69, -3.86), Time: 0.0172s, Energy: 0.64
Source: (-1.00, 1.00, -1.00), Receiver: (0.00, 1.00, -15.00), Reflection: 2, Hit: (-4.95, 1.69, -3.86), Time: 0.0172s, Energy: 0.51
Source: (-1.00, 1.00, -1.00), Receiver: (0.00, 1.00, -15.00), Reflection: 3, Hit: (-4.83, 3.00, -4.20), Time: 0.0212s, Energy: 0.41
Source: (-1.00, 1.00, -1.00), Receiver: (0.00, 1.00, -15.00), Reflection: 4, Hit: (-4.56, 0.11, -4.95), Time: 0.0299s, Energy: 0.33
Source: (-1.00, 1.00, -1.00), Receiver: (19.00, 1.00, 4.00), Reflection: 0, Hit: (-1.03, 3.00, -1.19), Time: 0.0059s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (19.00, 1.00, 4.00), Reflection: 0, Hit: (-0.18, 3.00, -3.61), Time: 0.0099s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (19.00, 1.00, 4.00), Reflection: 1, Hit: (0.24, 1.98, -4.95), Time: 0.0149s, Energy: 0.64
Source: (-1.00, 1.00, -1.00), Receiver: (19.00, 1.00, 4.00), Reflection: 0, Hit: (-1.75, 3.00, -0.48), Time: 0.0064s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (19.00, 1.00, 4.00), Reflection: 1, Hit: (-1.75, 3.00, -0.48), Time: 0.0064s, Energy: 0.64
Source: (-1.00, 1.00, -1.00), Receiver: (11.00, 1.00, -11.00), Reflection: 0, Hit: (-1.11, 0.24, -4.95), Time: 0.0117s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (11.00, 1.00, -11.00), Reflection: 0, Hit: (-2.05, 0.70, -4.95), Time: 0.0119s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (11.00, 1.00, -11.00), Reflection: 0, Hit: (-1.67, 3.00, -1.20), Time: 0.0062s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (4.00, 1.00, 4.00), Reflection: 0, Hit: (1.92, 3.00, -3.27), Time: 0.0123s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (4.00, 1.00, 4.00), Reflection: 1, Hit: (4.09, 1.51, -4.95), Time: 0.0214s, Energy: 0.64
Source: (-1.00, 1.00, -1.00), Receiver: (4.00, 1.00, 4.00), Reflection: 2, Hit: (4.95, 0.93, -4.28), Time: 0.0250s, Energy: 0.51
Source: (-1.00, 1.00, -1.00), Receiver: (4.00, 1.00, 4.00), Reflection: 3, Hit: (4.95, 0.93, -4.28), Time: 0.0250s, Energy: 0.41
Source: (-1.00, 1.00, -1.00), Receiver: (4.00, 1.00, 4.00), Reflection: 0, Hit: (-3.08, 3.00, -2.01), Time: 0.0089s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (4.00, 1.00, 4.00), Reflection: 1, Hit: (-4.95, 1.21, -2.91), Time: 0.0169s, Energy: 0.64
Source: (-1.00, 1.00, -1.00), Receiver: (11.00, 1.00, 4.00), Reflection: 0, Hit: (-2.44, 3.00, -2.50), Time: 0.0084s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (11.00, 1.00, 4.00), Hit Receiver: (-3.90, 0.98, -4.01), Time: 0.0084s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (19.00, 1.00, -11.00), Reflection: 0, Hit: (1.70, 3.00, 0.33), Time: 0.0105s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (19.00, 1.00, -11.00), Reflection: 1, Hit: (4.95, 0.59, 1.92), Time: 0.0232s, Energy: 0.64
Source: (-1.00, 1.00, -1.00), Receiver: (19.00, 1.00, -11.00), Reflection: 0, Hit: (-4.67, 3.00, 3.75), Time: 0.0184s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (19.00, 1.00, -11.00), Reflection: 1, Hit: (-4.95, 2.85, 4.11), Time: 0.0198s, Energy: 0.64
Source: (-1.00, 1.00, -1.00), Receiver: (19.00, 1.00, -11.00), Reflection: 2, Hit: (-4.30, 2.49, 4.95), Time: 0.0231s, Energy: 0.51
Source: (-1.00, 1.00, -1.00), Receiver: (19.00, 1.00, -11.00), Reflection: 0, Hit: (-0.78, 3.00, -1.39), Time: 0.0060s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (0.00, 1.00, 0.00), Reflection: 0, Hit: (0.22, 3.00, -1.61), Time: 0.0071s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (0.00, 1.00, 0.00), Reflection: 0, Hit: (-1.67, 3.00, -1.80), Time: 0.0066s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (15.00, 1.00, -15.00), Reflection: 0, Hit: (-0.13, 3.00, -0.41), Time: 0.0066s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (15.00, 1.00, -15.00), Reflection: 0, Hit: (-1.31, 3.00, -0.48), Time: 0.0061s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (11.00, 1.00, -4.00), Reflection: 0, Hit: (-0.31, 0.46, -4.95), Time: 0.0118s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (11.00, 1.00, -4.00), Reflection: 0, Hit: (-0.01, 2.70, 4.95), Time: 0.0183s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (11.00, 1.00, -4.00), Reflection: 1, Hit: (0.17, 3.00, 3.90), Time: 0.0215s, Energy: 0.64
Source: (-1.00, 1.00, -1.00), Receiver: (11.00, 1.00, -4.00), Reflection: 2, Hit: (1.65, 0.47, -4.95), Time: 0.0487s, Energy: 0.51
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, -19.00), Reflection: 0, Hit: (-3.18, 3.00, 1.90), Time: 0.0121s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, -19.00), Reflection: 1, Hit: (-4.95, 1.38, 4.26), Time: 0.0219s, Energy: 0.64
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, -19.00), Reflection: 2, Hit: (-4.43, 0.90, 4.95), Time: 0.0248s, Energy: 0.51
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, -19.00), Reflection: 0, Hit: (-4.95, 3.00, -1.06), Time: 0.0129s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, -19.00), Reflection: 1, Hit: (-4.94, 3.00, -1.06), Time: 0.0129s, Energy: 0.64
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, -19.00), Reflection: 0, Hit: (4.95, 1.86, -0.74), Time: 0.0175s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, -19.00), Reflection: 1, Hit: (-2.95, 3.00, -0.40), Time: 0.0408s, Energy: 0.64
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, -19.00), Reflection: 2, Hit: (-4.95, 2.71, -0.32), Time: 0.0467s, Energy: 0.51
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, -19.00), Reflection: 0, Hit: (-2.17, 3.00, -1.86), Time: 0.0072s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, -19.00), Reflection: 0, Hit: (1.64, 2.62, -4.95), Time: 0.0146s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, -19.00), Reflection: 1, Hit: (2.25, 3.00, -4.02), Time: 0.0181s, Energy: 0.64
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, -19.00), Reflection: 2, Hit: (4.95, 1.34, 0.02), Time: 0.0330s, Energy: 0.51
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 0, Hit: (4.95, 1.44, -0.47), Time: 0.0175s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 1, Hit: (-4.95, 2.18, 0.40), Time: 0.0465s, Energy: 0.64
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 2, Hit: (4.95, 2.91, 1.27), Time: 0.0756s, Energy: 0.51
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 3, Hit: (3.73, 3.00, 1.38), Time: 0.0791s, Energy: 0.41
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 4, Hit: (-4.95, 2.36, 2.15), Time: 0.1046s, Energy: 0.33
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 0, Hit: (3.19, 1.12, -4.95), Time: 0.0168s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 1, Hit: (4.95, 1.17, -3.29), Time: 0.0238s, Energy: 0.64
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 0, Hit: (1.07, 3.00, 0.37), Time: 0.0093s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 0, Hit: (-1.54, 3.00, -1.53), Time: 0.0062s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 1, Hit: (-1.54, 3.00, -1.53), Time: 0.0062s, Energy: 0.64
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, -11.00), Reflection: 2, Hit: (-2.85, 1.08, -4.95), Time: 0.0183s, Energy: 0.51
Source: (-1.00, 1.00, -1.00), Receiver: (11.00, 1.00, -19.00), Reflection: 0, Hit: (-0.88, 0.00, -4.95), Time: 0.0119s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (11.00, 1.00, -19.00), Reflection: 0, Hit: (0.80, 3.00, 1.57), Time: 0.0108s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (11.00, 1.00, -19.00), Reflection: 1, Hit: (3.16, 0.37, 4.95), Time: 0.0251s, Energy: 0.64
Source: (-1.00, 1.00, -1.00), Receiver: (11.00, 1.00, -19.00), Reflection: 0, Hit: (3.04, 0.84, -4.95), Time: 0.0165s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (11.00, 1.00, -19.00), Reflection: 1, Hit: (4.95, 0.76, -3.08), Time: 0.0243s, Energy: 0.64
Source: (-1.00, 1.00, -1.00), Receiver: (11.00, 1.00, -19.00), Reflection: 0, Hit: (3.60, 3.00, -3.71), Time: 0.0166s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (11.00, 1.00, -19.00), Reflection: 1, Hit: (4.95, 2.41, -4.51), Time: 0.0215s, Energy: 0.64
Source: (-1.00, 1.00, -1.00), Receiver: (11.00, 1.00, -19.00), Reflection: 2, Hit: (4.95, 2.41, -4.51), Time: 0.0215s, Energy: 0.51
Source: (-1.00, 1.00, -1.00), Receiver: (11.00, 1.00, -19.00), Reflection: 3, Hit: (4.78, 2.84, -4.95), Time: 0.0234s, Energy: 0.41
Source: (-1.00, 1.00, -1.00), Receiver: (11.00, 1.00, -19.00), Reflection: 4, Hit: (4.71, 3.00, -4.78), Time: 0.0241s, Energy: 0.33
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 0, Hit: (-4.95, 1.15, -1.33), Time: 0.0116s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 1, Hit: (-4.95, 1.15, -1.33), Time: 0.0116s, Energy: 0.64
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 2, Hit: (-4.83, 1.39, 4.95), Time: 0.0299s, Energy: 0.51
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 3, Hit: (-4.65, 1.77, -4.95), Time: 0.0588s, Energy: 0.41
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 4, Hit: (-4.46, 2.15, 4.95), Time: 0.0877s, Energy: 0.33
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 0, Hit: (4.48, 3.00, -1.37), Time: 0.0170s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 1, Hit: (4.95, 2.83, -1.40), Time: 0.0185s, Energy: 0.64
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, 4.00), Reflection: 0, Hit: (-0.36, 3.00, -0.03), Time: 0.0067s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (-4.00, 1.00, -4.00), Reflection: 0, Hit: (-1.79, 3.00, -0.45), Time: 0.0065s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (4.00, 1.00, -11.00), Reflection: 0, Hit: (-4.92, 3.00, 3.26), Time: 0.0179s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (4.00, 1.00, -11.00), Reflection: 1, Hit: (-4.95, 2.99, 3.29), Time: 0.0180s, Energy: 0.64
Source: (-1.00, 1.00, -1.00), Receiver: (4.00, 1.00, -11.00), Reflection: 2, Hit: (-3.42, 2.21, 4.95), Time: 0.0249s, Energy: 0.51
Source: (-1.00, 1.00, -1.00), Receiver: (4.00, 1.00, -11.00), Reflection: 0, Hit: (4.95, 1.77, 0.35), Time: 0.0179s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (4.00, 1.00, -11.00), Reflection: 1, Hit: (-4.64, 3.00, 2.52), Time: 0.0468s, Energy: 0.64
Source: (-1.00, 1.00, -1.00), Receiver: (4.00, 1.00, -11.00), Reflection: 2, Hit: (-4.95, 2.96, 2.59), Time: 0.0478s, Energy: 0.51
Source: (-1.00, 1.00, -1.00), Receiver: (4.00, 1.00, -11.00), Reflection: 0, Hit: (0.68, 0.25, -4.95), Time: 0.0127s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (4.00, 1.00, -11.00), Reflection: 0, Hit: (4.95, 1.43, -3.02), Time: 0.0184s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (4.00, 1.00, -11.00), Reflection: 1, Hit: (-0.71, 1.84, -4.95), Time: 0.0359s, Energy: 0.64
Source: (-1.00, 1.00, -1.00), Receiver: (15.00, 1.00, 0.00), Reflection: 0, Hit: (-4.95, 2.60, -0.56), Time: 0.0125s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (15.00, 1.00, 0.00), Reflection: 1, Hit: (-3.95, 3.00, -0.45), Time: 0.0157s, Energy: 0.64
Source: (-1.00, 1.00, -1.00), Receiver: (15.00, 1.00, 0.00), Reflection: 0, Hit: (4.95, 2.72, 1.22), Time: 0.0192s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (15.00, 1.00, 0.00), Reflection: 1, Hit: (3.97, 3.00, 1.59), Time: 0.0223s, Energy: 0.64
Source: (-1.00, 1.00, -1.00), Receiver: (15.00, 1.00, 0.00), Reflection: 2, Hit: (-4.95, 0.43, 4.92), Time: 0.0511s, Energy: 0.51
Source: (-1.00, 1.00, -1.00), Receiver: (15.00, 1.00, 0.00), Reflection: 3, Hit: (-4.87, 0.40, 4.95), Time: 0.0514s, Energy: 0.41
Source: (-1.00, 1.00, -1.00), Receiver: (15.00, 1.00, 0.00), Reflection: 0, Hit: (-4.95, 1.65, -2.21), Time: 0.0122s, Energy: 0.80
Source: (-1.00, 1.00, -1.00), Receiver: (15.00, 1.00, 0.00), Reflection: 1, Hit: (3.17, 3.00, -4.71), Time: 0.0373s, Energy: 0.64
Source: (-1.00, 1.00, -1.00), Receiver: (15.00, 1.00, 0.00), Reflection: 2, Hit: (2.17, 2.97, -4.95), Time: 0.0403s, Energy: 0.51
Source: (-1.00, 1.00, -1.00), Receiver: (15.00, 1.00, 0.00), Reflection: 3, Hit: (-4.95, 2.79, -3.25), Time: 0.0616s, Energy: 0.41
Source: (19.50, 1.00, 0.00), Receiver: (0.00, 1.00, -15.00), Reflection: 0, Hit: (19.65, 1.27, -1.39), Time: 0.0041s, Energy: 0.30
Source: (19.50, 1.00, 0.00), Receiver: (0.00, 1.00, -15.00), Reflection: 0, Hit: (19.85, 0.77, -1.11), Time: 0.0035s, Energy: 0.30
Source: (19.50, 1.00, 0.00), Receiver: (0.00, 1.00, -15.00), Reflection: 0, Hit: (19.95, 1.18, 0.18), Time: 0.0015s, Energy: 0.80
Source: (19.50, 1.00, 0.00), Receiver: (0.00, 1.00, -15.00), Reflection: 0, Hit: (19.95, 0.70, -0.03), Time: 0.0016s, Energy: 0.80
Source: (19.50, 1.00, 0.00), Receiver: (0.00, 1.00, -15.00), Reflection: 0, Hit: (19.95, 1.41, -1.69), Time: 0.0052s, Energy: 0.80
Source: (19.50, 1.00, 0.00), Receiver: (19.00, 1.00, 4.00), Reflection: 0, Hit: (19.95, 0.83, -0.03), Time: 0.0014s, Energy: 0.80
Source: (19.50, 1.00, 0.00), Receiver: (19.00, 1.00, 4.00), Reflection: 0, Hit: (19.95, 1.13, -0.44), Time: 0.0019s, Energy: 0.80
Source: (19.50, 1.00, 0.00), Receiver: (19.00, 1.00, 4.00), Reflection: 1, Hit: (15.32, 2.49, -4.95), Time: 0.0211s, Energy: 0.64
Source: (19.50, 1.00, 0.00), Receiver: (19.00, 1.00, 4.00), Reflection: 0, Hit: (19.95, 1.51, -0.17), Time: 0.0020s, Energy: 0.80
Source: (19.50, 1.00, 0.00), Receiver: (19.00, 1.00, 4.00), Reflection: 0, Hit: (19.95, 1.28, -0.68), Time: 0.0025s, Energy: 0.80
Source: (19.50, 1.00, 0.00), Receiver: (19.00, 1.00, 4.00), Reflection: 1, Hit: (19.88, 2.51, -4.95), Time: 0.0155s, Energy: 0.64
Source: (19.50, 1.00, 0.00), Receiver: (19.00, 1.00, 4.00), Reflection: 0, Hit: (17.47, 1.29, -4.95), Time: 0.0156s, Energy: 0.80
Source: (19.50, 1.00, 0.00), Receiver: (11.00, 1.00, -11.00), Reflection: 0, Hit: (19.95, 0.94, 0.21), Time: 0.0015s, Energy: 0.80
Source: (19.50, 1.00, 0.00), Receiver: (11.00, 1.00, -11.00), Reflection: 0, Hit: (19.95, 1.70, -0.52), Time: 0.0029s, Energy: 0.80
Source: (19.50, 1.00, 0.00), Receiver: (4.00, 1.00, 4.00), Reflection: 0, Hit: (15.35, 0.71, 4.95), Time: 0.0188s, Energy: 0.80
Source: (19.50, 1.00, 0.00), Receiver: (4.00, 1.00, 4.00), Reflection: 1, Hit: (10.50, 0.38, -0.84), Time: 0.0409s, Energy: 0.24
Source: (19.50, 1.00, 0.00), Receiver: (4.00, 1.00, 4.00), Reflection: 2, Hit: (10.05, 0.35, -0.30), Time: 0.0429s, Energy: 0.19
Source: (19.50, 1.00, 0.00), Receiver: (4.00, 1.00, 4.00), Reflection: 3, Hit: (14.45, 0.05, 4.95), Time: 0.0629s, Energy: 0.15
Source: (19.50, 1.00, 0.00), Receiver: (4.00, 1.00, 4.00), Reflection: 0, Hit: (18.48, 2.96, -4.95), Time: 0.0158s, Energy: 0.80
Source: (19.50, 1.00, 0.00), Receiver: (4.00, 1.00, 4.00), Reflection: 0, Hit: (16.84, 2.92, -4.95), Time: 0.0173s, Energy: 0.80
Source: (19.50, 1.00, 0.00), Receiver: (11.00, 1.00, 4.00), Reflection: 0, Hit: (18.64, 0.18, -1.11), Time: 0.0047s, Energy: 0.30
Source: (19.50, 1.00, 0.00), Receiver: (11.00, 1.00, 4.00), Reflection: 0, Hit: (13.72, 0.10, 4.95), Time: 0.0224s, Energy: 0.80
Source: (19.50, 1.00, 0.00), Receiver: (19.00, 1.00, -11.00), Reflection: 0, Hit: (19.95, 0.71, 0.38), Time: 0.0019s, Energy: 0.80
Source: (19.50, 1.00, 0.00), Receiver: (19.00, 1.00, -11.00), Reflection: 0, Hit: (17.63, 1.77, -4.95), Time: 0.0156s, Energy: 0.80
Source: (19.50, 1.00, 0.00), Receiver: (19.00, 1.00, -11.00), Reflection: 0, Hit: (19.95, 1.81, -0.45), Time: 0.0030s, Energy: 0.80
Source: (19.50, 1.00, 0.00), Receiver: (0.00, 1.00, 0.00), Reflection: 0, Hit: (19.95, 1.22, 0.24), Time: 0.0016s, Energy: 0.80
Source: (19.50, 1.00, 0.00), Receiver: (0.00, 1.00, 0.00), Reflection: 0, Hit: (19.95, 1.41, -0.12), Time: 0.0018s, Energy: 0.80
